neo_reference_id,name,absolute_magnitude_h,kilometer_est_diameter_min,kilometer_est_diameter_max,potentially_hazardous,perihelion_distance,aphelion_distance,orbital_period,semi_major_axis,min_orbit_intersection
2292220,292220 (2006 SU49),19.5,0.3346223745,0.7482383761,True,.9717164366461312,1.853268129233824,613.1652760621772,1.412492282939978,.00017451
2290772,290772 (2005 VC),17.6,0.8027031673,1.7948988478,True,.8451921213260667,3.32192831484429,1098.518845987086,2.083560218085178,.0195468
2289227,289227 (2004 XY60),18.9,0.4411182,0.9863702813,False,.130158972793576,1.150368829313943,187.1272138826939,.6402639010537595,.194465
2292165,292165 (2006 SC6),18.1,0.6376097899,1.4257388333,False,.50452185638852,1.901244971365506,481.8742636650417,1.202883413877013,.465642
2296318,296318 (2009 EN2),18.5,0.5303407233,1.1858779086,False,.788650339687239,2.529590914366739,780.5763178682759,1.659120627026989,.139873
2293054,293054 (2006 WP127),18.3,0.5815070396,1.30028927,False,.5894107311277442,4.475145914405588,1471.856881849629,2.532278322766666,.0920917
2294739,294739 (2008 CM),17.1,1.0105434154,2.2596437711,True,.9265424430076805,2.205462518976996,715.7924207840807,1.566002480992339,.0431319
2293726,293726 (2007 RQ17),22.6,0.0802703167,0.1794898848,False,.9957285784409927,2.161747638691732,724.5419997483714,1.578738108566363,.0205623
2297274,297274 (1996 SK),16.8,1.1602590821,2.5944181791,True,.5003716544426298,4.367162789699004,1386.810060266557,2.433767222070817,.00423251
2297300,297300 (1998 SC15),19.2,0.3841978911,0.8590926012,True,.7453053106300844,1.800203482444396,524.4635807378762,1.27275439653724,.000391558
2299582,299582 (2006 GQ2),18.0,0.6676594135,1.4929318344,False,.6894412849335652,1.891713957000328,535.5186767840548,1.290577620966947,.126039
2297418,297418 (2000 SP43),18.5,0.5303407233,1.1858779086,True,.4324417915523235,1.190196126875794,266.9229181511747,.8113189592140589,.0191614
2301011,301011 (2008 JO),18.4,0.5553349116,1.2417666126,False,.6859470804424593,2.331337256068735,676.8271799457087,1.508642168255597,.0861809
2301844,301844 (1990 UA),19.6,0.3195618867,0.7145621017,True,.7784145578541437,2.505842955290516,768.6156738817052,1.64212875657233,.0121495
2302010,302010 (2000 SH8),18.7,0.4836764882,1.0815335068,False,.8621553317038437,2.51443534690413,801.2555656410309,1.688295339303987,.206146
2302156,302156 (2001 SF286),18.8,0.4619074603,1.0328564805,False,.4497278777203085,2.086876347539057,521.7140116016708,1.268302112629683,.354673
2302169,302169 (2001 TD45),19.9,0.2783267681,0.6223575734,True,.1772815384944764,1.416256382549433,259.7748109731771,.7967689605219548,.0273066
2302523,302523 (2002 KH3),17.5,0.8405334021,1.8794898244,False,1.113808502573167,4.242372048261957,1600.796940623372,2.678090275417562,.129167
2302591,302591 (2002 QE7),19.7,0.3051792326,0.6824015094,False,1.203665556966867,1.73609008268491,650.9090077500971,1.469877819825889,.291702
2302311,302311 (2002 AA),19.4,0.3503926411,0.7835017643,False,.8007789657364182,1.494632760494774,449.1013155738686,1.147705863115596,.0573128
2302800,302800 (2003 AA),19.4,0.3503926411,0.7835017643,False,1.24309981587073,2.211587827865244,829.2139761210788,1.727343821867987,.294102
2302830,302830 (2003 FB),18.8,0.4619074603,1.0328564805,False,.8214494828327773,2.124745748040972,653.0489215972766,1.473097615436875,.0667409
2302871,302871 (2003 HA22),19.4,0.3503926411,0.7835017643,False,1.135377697934562,2.616700449502571,938.5582816056974,1.876039073718566,.118997
2302831,302831 (2003 FH),19.0,0.4212646106,0.9419763057,True,.6381882472641138,2.140036363106583,598.0045171556234,1.389112305185348,.0133613
2303174,303174 (2004 FH11),16.7,1.214940408,2.7166893409,False,1.249032318181696,3.262773959624569,1237.596577456401,2.255903138903132,.459686
2303248,303248 (2004 QV16),18.0,0.6676594135,1.4929318344,False,.7531122117514319,2.784582945942038,859.2786951510047,1.768847578846735,.113321
2303250,303250 (2004 RU10),18.1,0.6376097899,1.4257388333,False,.310181650195594,1.497850759529775,313.9516356693691,.9040162048626846,.106228
2303449,303449 (2005 BE2),18.2,0.6089126221,1.3615700154,False,.7537605112262232,3.277475598343543,1045.227401694565,2.015618054784883,.0908359
2303450,303450 (2005 BY2),20.5,0.2111324448,0.4721064988,True,.849474001464866,1.688286835583321,522.070880058038,1.268880418524093,.0407721
2303262,303262 (2004 RJ84),18.6,0.5064714588,1.1325046106,False,.7546427270158528,1.434532263000923,418.2867910059821,1.094587495008388,.206562
2304153,304153 (2006 OU10),18.0,0.6676594135,1.4929318344,False,1.141140570814511,2.367690271998624,848.7837983131511,1.754415421406567,.153132
2303933,303933 (2005 VQ),19.0,0.4212646106,0.9419763057,False,.5754049695838621,1.675901697862398,436.2198456065304,1.12565333372313,.308317
2304088,304088 (2006 HX5),19.2,0.3841978911,0.8590926012,False,1.230987260106881,2.054818342967294,769.1591877749534,1.642902801537087,.304597
2304293,304293 (2006 SQ78),18.8,0.4619074603,1.0328564805,False,.7744325995783046,1.569355802320556,463.3733308561082,1.17189420094943,.190203
2304330,304330 (2006 SX217),18.9,0.4411182,0.9863702813,True,.9737551631904408,1.848748838757071,612.3578406435499,1.411252000973756,.030953
2304640,304640 (2006 WW1),19.1,0.4023045798,0.8995803882,False,.70281150204689,2.133470413113778,616.847099665926,1.418140957580334,.118317
2306367,306367 Nut (5025 P-L),15.6,2.0162991944,4.5085820617,False,.6509850003374528,4.411985664604557,1471.165561606637,2.531485332471004,.0527605
2306462,306462 (1999 RC32),18.5,0.5303407233,1.1858779086,False,1.045064758685563,2.632709259941509,910.8167191554512,1.838887009313535,.31727
2306431,306431 (1998 SR49),17.3,0.9216265485,2.0608196123,False,1.156860614430012,3.802885952828745,1426.404373110632,2.479873283629379,.298153
2306383,306383 (1993 VD),21.5,0.1332155667,0.2978790628,True,.3928051232583364,1.358848585492611,299.3820878674457,.8758268543754737,.0173297
2306523,306523 (1999 XR35),17.9,0.6991252322,1.5632915441,False,1.155142149408897,3.578809809317718,1330.115035799648,2.366975979363307,.358095
2306595,306595 (2000 GG147),18.9,0.4411182,0.9863702813,False,1.15245648803128,2.427528218696708,874.7323545133117,1.789992353363994,.376521
2307005,307005 (2001 XP1),18.0,0.6676594135,1.4929318344,True,.7147856787848897,5.065870354557518,1794.812666543563,2.890328016671204,.0169881
